construct_id	metric	legacy_mean	legacy_sd	corrected_protocol_mean	corrected_protocol_sd	protocol_shift_corrected_minus_legacy	corrected_vs_legacy_direction	replica_mean_sd_overlap	legacy_md_class	corrected_protocol_md_class	qualitative_classification_stability
A89_2C_155_156_MAP8	self_drift_rmsd_mean_A	1.9546133735167406	0.20150568966656454	1.853750907263394	0.12967746496991506	-0.1008624662533466	corrected_lower	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	stable_core_self_drift_rmsd_mean_A	1.634008421331699	0.10741682176319901	1.7182743398019733	0.12043750137591896	0.08426591847027431	corrected_higher	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	wt_reference_ensemble_rmsd_mean_A	2.028323383480055	0.20978335274588117	2.046607441452067	0.2121840396563079	0.018284057972012047	similar	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	native_ca_rg_mean_A	17.72509759787362	0.059265574307891235	17.91766995580576	0.02460584334928245	0.19257235793213923	similar	no	md_caution	md_caution	stable
A89_2C_155_156_MAP8	delta_local_rmsf_vs_wt_A	0.5087096113187378	0.17579968795097298	0.552512001858388	0.12968782432901424	0.04380239053965018	similar	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	wt_defined_contact_retention_mean	0.9099699913132749	0.002692673453519511	0.8970614553133612	0.01041532949403642	-0.012908535999913706	similar	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	candidate_start_contact_persistence_mean	0.8720028560730452	0.006712461629013819	0.8458109549068209	0.018087322603332654	-0.026191901166224274	similar	no	md_caution	md_caution	stable
A89_2C_155_156_MAP8	tag_total_sasa_mean_A2	721.2565069752151	52.498789575021306	734.658025384147	49.62130479429911	13.401518408931906	similar	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	tag_exposed_residue_fraction_rel_sasa_ge_0p25	0.9191542288557214	0.07229995835489364	0.9206053067993366	0.06133219816743514	0.0014510779436152088	similar	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	tag_nonlocal_contact_fraction_any_lt_4p5A	0.966832504145937	0.04142618904410213	0.9187396351575456	0.049834093536705544	-0.04809286898839138	similar	yes	md_caution	md_caution	stable
A89_2C_155_156_MAP8	local_to_functional_abs_dccm_mean	0.18024493913034337	0.018577844473431093	0.18876022959103977	0.01570207473448635	0.008515290460696406	similar	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	self_drift_rmsd_mean_A	1.8043195567146038	0.31170490763541875	1.8356556807068787	0.16600718667059056	0.03133612399227492	similar	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	stable_core_self_drift_rmsd_mean_A	1.4411062298580088	0.2706289502276543	1.545647928495155	0.08772105463721726	0.10454169863714613	corrected_higher	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	wt_reference_ensemble_rmsd_mean_A	1.8885710379146656	0.32556812295137955	2.2034430228953514	0.21777869651018653	0.3148719849806858	corrected_higher	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	native_ca_rg_mean_A	17.789055406112578	0.07819862163239748	17.874766825355692	0.049335597134799174	0.08571141924311476	similar	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	delta_local_rmsf_vs_wt_A	-0.6741394386873664	0.23885382221316137	-0.31635514252229013	0.04916547855438296	0.35778429616507623	corrected_higher	no	md_caution	md_caution	stable
A89_2C_224_225_MAP8	wt_defined_contact_retention_mean	0.9087577983100371	0.011752360003668532	0.8984255381764239	0.007235757164950043	-0.010332260133613214	similar	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	candidate_start_contact_persistence_mean	0.8724642125132079	0.012093672923989955	0.8647652737481032	0.012407474222383258	-0.007698938765104746	similar	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	tag_total_sasa_mean_A2	668.0435568333463	28.31109934379052	716.1932384180983	34.269554818106705	48.14968158475199	corrected_higher	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	tag_exposed_residue_fraction_rel_sasa_ge_0p25	0.7514510779436153	0.06513641731706452	0.8194444444444445	0.02883140738095143	0.06799336650082921	corrected_higher	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	tag_nonlocal_contact_fraction_any_lt_4p5A	1.0	0.0	1.0	0.0	0.0	similar	yes	md_caution	md_caution	stable
A89_2C_224_225_MAP8	local_to_functional_abs_dccm_mean	0.1260952568058369	0.021176494152313083	0.13431672483687138	0.002768327245115439	0.008221468031034462	similar	yes	md_caution	md_caution	stable
A89_2C_248_249_HA	self_drift_rmsd_mean_A	1.504261175238348	0.02550187867730687	1.6619510046112955	0.2044154150903064	0.15768982937294762	corrected_higher	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	stable_core_self_drift_rmsd_mean_A	1.2915080248679471	0.06523435356602113	1.4388864780459947	0.306194954640209	0.14737845317804754	corrected_higher	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	wt_reference_ensemble_rmsd_mean_A	1.4636216268190576	0.0801913623100603	1.5989834684813582	0.23784903834484628	0.13536184166230059	corrected_higher	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	native_ca_rg_mean_A	17.75122799952606	0.05518979335805658	17.793736460030114	0.05568746030538495	0.04250846050405599	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	delta_local_rmsf_vs_wt_A	0.14731563653202276	0.16636657803378155	0.03584514314139157	0.13399817951798285	-0.1114704933906312	corrected_lower	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	wt_defined_contact_retention_mean	0.9130932638395325	0.0027190425506324442	0.9102568691315605	0.028354289465082262	-0.002836394707972034	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	candidate_start_contact_persistence_mean	0.8650687679866614	0.006136993232760963	0.8545573855335945	0.02578660097647943	-0.01051138245306693	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	tag_total_sasa_mean_A2	1008.6942887693693	11.954909994108812	997.1830969663403	32.62956437303218	-11.511191803029078	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	tag_exposed_residue_fraction_rel_sasa_ge_0p25	0.8560899207665377	0.027729722179926686	0.9268472452552056	0.03375802532347108	0.0707573244886679	corrected_higher	no	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	tag_nonlocal_contact_fraction_any_lt_4p5A	0.5854063018242123	0.105107475140901	0.5920398009950248	0.2844100682180388	0.0066334991708125735	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_248_249_HA	local_to_functional_abs_dccm_mean	0.1897726416877685	0.027944448117361215	0.1718964411791175	0.010013633066080241	-0.01787620050865099	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	self_drift_rmsd_mean_A	1.975755699029569	0.15892459364905603	1.9347301458736272	0.14853342802564215	-0.04102555315594181	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	stable_core_self_drift_rmsd_mean_A	1.723154442486153	0.2750275405660592	1.7182481431780905	0.10228752909683012	-0.004906299308062412	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	wt_reference_ensemble_rmsd_mean_A	1.7340189742406302	0.16648766351242536	1.7267593790767217	0.13909447562326188	-0.0072595951639085055	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	native_ca_rg_mean_A	17.764459841988366	0.05699384710656292	17.790538012833792	0.03388574050319656	0.02607817084542674	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	delta_local_rmsf_vs_wt_A	0.2742760828576665	0.11425539098126315	0.6976042969183833	1.0289401915105258	0.4233282140607168	corrected_higher	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	wt_defined_contact_retention_mean	0.9054292031903972	0.007171875090384423	0.9087973402372628	0.003016200615323862	0.0033681370468655603	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	candidate_start_contact_persistence_mean	0.848131862786055	0.013700681958750748	0.854016562194032	0.009434888748824477	0.005884699407976979	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	tag_total_sasa_mean_A2	659.7615958699342	28.759276658563017	670.4772967438199	16.786887739401234	10.71570087388568	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	tag_exposed_residue_fraction_rel_sasa_ge_0p25	0.8327114427860698	0.07070706819572098	0.822346600331675	0.04451769214115604	-0.01036484245439484	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	tag_nonlocal_contact_fraction_any_lt_4p5A	0.06965174129353234	0.09078750045221225	0.0845771144278607	0.07053456158585983	0.01492537313432836	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_256_257_MAP8	local_to_functional_abs_dccm_mean	0.20675179408752323	0.008799536510950078	0.3775088924879271	0.3069787974280645	0.17075709840040385	corrected_higher	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	self_drift_rmsd_mean_A	2.074180276076173	0.16123637684395029	1.9598089527863227	0.18805166871007226	-0.11437132328985045	corrected_lower	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	stable_core_self_drift_rmsd_mean_A	1.674808368526981	0.19171770293930407	1.6321809451630738	0.1262366616383066	-0.042627423363907235	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	wt_reference_ensemble_rmsd_mean_A	2.0073224158533747	0.19200249111490547	1.9383818354458864	0.217201433113006	-0.0689405804074883	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	native_ca_rg_mean_A	17.714158680698677	0.05558632976992243	17.89976716435914	0.10476614455924596	0.185608483660463	similar	no	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	delta_local_rmsf_vs_wt_A	0.26993169696771513	0.1541841481047502	0.12133628270898604	0.12269867771107719	-0.14859541425872907	corrected_lower	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	wt_defined_contact_retention_mean	0.8956132038221591	0.008920075303778204	0.902259287097685	0.0024936512469911788	0.006646083275525849	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	candidate_start_contact_persistence_mean	0.8439332883287483	0.009048446998588896	0.8525191488497864	0.0075994544385883924	0.008585860521038158	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	tag_total_sasa_mean_A2	794.6774538966948	51.03820422934317	856.6483248430699	28.143946031684898	61.970870946375044	corrected_higher	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	tag_exposed_residue_fraction_rel_sasa_ge_0p25	0.974502487562189	0.018322039630169432	0.9821724709784411	0.015439093019374302	0.007669983416252024	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	tag_nonlocal_contact_fraction_any_lt_4p5A	0.16749585406301826	0.17808814273510845	0.028192371475953566	0.020106725792673533	-0.13930348258706468	corrected_lower	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
A89_2C_289_290_MAP8	local_to_functional_abs_dccm_mean	0.16565096994273718	0.008820146383324378	0.16266411208788867	0.020254573114212228	-0.002986857854848507	similar	yes	md_neutral_or_supportive	md_neutral_or_supportive	stable
WT_112_321	self_drift_rmsd_mean_A	1.656249314051035	0.08761603307671016	1.7145430612846602	0.04190668365743163	0.058293747233625126	similar	yes	baseline	baseline	stable
WT_112_321	stable_core_self_drift_rmsd_mean_A	1.5268272837572248	0.09043195101580848	1.5078103226795088	0.093481668385331	-0.019016961077716	similar	yes	baseline	baseline	stable
WT_112_321	wt_reference_ensemble_rmsd_mean_A	1.2948511732301065	0.16163243962370097	1.396666956451342	0.04190869281336597	0.10181578322123563	corrected_higher	yes	baseline	baseline	stable
WT_112_321	native_ca_rg_mean_A	17.795254005705303	0.008781565973876656	17.819515207260284	0.05970807638723949	0.024261201554981682	similar	yes	baseline	baseline	stable
WT_112_321	delta_local_rmsf_vs_wt_A	NA	NA	NA	NA	NA	NA	NA	baseline	baseline	stable
WT_112_321	wt_defined_contact_retention_mean	0.9272091921345652	0.012756254465785434	0.9262599870352474	0.00844055376979032	-0.0009492050993178403	similar	yes	baseline	baseline	stable
WT_112_321	candidate_start_contact_persistence_mean	0.8559209929749848	0.012286781373913988	0.8548008958512977	0.012935272862076554	-0.0011200971236871027	similar	yes	baseline	baseline	stable
WT_112_321	tag_total_sasa_mean_A2	NA	NA	NA	NA	NA	NA	NA	baseline	baseline	stable
WT_112_321	tag_exposed_residue_fraction_rel_sasa_ge_0p25	NA	NA	NA	NA	NA	NA	NA	baseline	baseline	stable
WT_112_321	tag_nonlocal_contact_fraction_any_lt_4p5A	0.0	0.0	0.0	0.0	0.0	similar	yes	baseline	baseline	stable
WT_112_321	local_to_functional_abs_dccm_mean	NA	NA	NA	NA	NA	NA	NA	baseline	baseline	stable
